,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199108,2.36,1.49,2.15,4.74,1.3,5.44,1.94,3.98,2.12,2.99,7.62,4,2.48,6.6,2.98,-1.35,2.48,3.26,0.92,2.81,-5.57,0.55,2.88,1.7,3.75
199109,0.14,-0.08,0.92,-0.63,2.18,-1.22,1.65,1.41,1.29,-1.03,-4.03,0.06,0.28,0.58,-0.55,-2.65,-1.2,0.06,-0.7,-0.49,-5.7,-0.11,-0.19,-1.06,-2.4
199110,2.07,1.82,3.53,1.73,3.11,2.42,3.08,0.28,1.9,0.2,2.97,2.95,2.72,1.1,0.54,5.29,1.45,2.54,0.47,2.84,9.28,-1.57,2.15,1.32,1.85
199111,-3.42,-2.08,-2.62,-2.81,-3.06,-5.4,-3.8,-2.86,-1.72,-3.67,-8.06,-5.28,-3.44,-5.29,-3.31,-6.46,-5.81,-3.74,-2.17,-3.95,-4.14,-5.73,-5.02,-4.17,-2.47
199112,2.21,3.94,4.34,4.38,2.45,7.17,10.33,7.79,5.66,5.99,10.33,12.01,8.73,8.46,9.47,8.18,12.22,10.57,10.79,10.46,-5.88,13.44,8.12,10.99,12.87
199201,20.92,11.23,10.38,6.75,9.31,15.6,8.98,7.3,4.99,5.54,14.08,6.26,2.36,3.38,4.6,10.25,4.49,1.36,0.04,-0.5,-1.16,4.76,0.27,-3.03,-3.22
199202,7.44,4.98,4.86,3.76,2.77,6.14,2.66,2.12,1.78,1.71,11.51,1.97,3.07,2.34,3.57,4.92,3.61,2.4,1.8,0.16,16.31,7.13,1.19,0.83,-0.17
199203,-1.76,1.7,-0.81,-0.47,-3.69,-5.93,-1.94,-0.8,-2.83,-4.75,-2.02,-0.37,-0.08,-2.28,-4.17,-0.45,-2.3,-1.62,-2.44,-3.93,-3.33,0.47,-1.82,-2.07,-2.33
199204,-4.08,-2.46,-1.9,-3.47,-5.64,-5.47,-1.67,-1.76,-1.25,-4.06,1.28,0.44,0.49,0.7,-3.8,-0.63,1.64,0.43,2.03,-2.32,1.85,5.37,4.11,4.52,0.8
199205,1.02,0.41,0.61,0.97,-0.85,2.63,1.5,0.85,1.81,0.77,-1.11,0.73,1.57,0.84,0.58,0.57,-0.72,1.59,2,1.03,-6.12,0.11,-0.28,0.65,1.1
199206,-5.55,-4.01,-3.72,-4.56,-5.52,-5.05,-3.92,-2,-2.04,-6.29,-1.9,-1.25,-1.98,-3.42,-3.84,-2.86,-3.53,-1.26,0.08,-2.29,0.13,-0.59,-0.09,-0.78,-2.86
199207,3.45,3.44,2.87,3.75,0.84,4.88,4.13,3.26,2.21,2.91,2.07,3.81,5.24,5.66,4.69,1.14,2.96,4.58,4.3,4.92,4.83,1.31,2.84,3.45,5.85
199208,-5.73,-1.52,-2.32,-0.98,-0.52,-4.99,-3.36,-1.4,-0.32,-1.05,-7.21,-2.05,-2.66,-1.17,-2.7,-7.6,-4.01,-1.81,-1.45,-1.14,-7.05,-5.94,-3.83,-1.21,-0.85
199209,0.47,1.84,0.77,-1.19,0.55,4.27,3.24,3.21,0.84,2.02,3.4,1.85,1.78,1.83,2.23,5.42,-0.38,1.3,1.64,0.63,8.17,-0.7,2.39,2.22,0.48
199210,1.99,2.83,1.6,1.19,4.16,1.61,2.32,1.04,2.08,5.03,2.28,2.76,1.93,2.3,4.33,4.76,3.12,3.04,1.79,3.4,7.11,-3.11,0.54,0.3,1.38
199211,9.42,6.76,6.41,6.65,10.01,4.31,6.12,7.66,4.95,9.75,6.64,4.94,4.65,5.56,8.58,5.8,4.91,3.52,4.25,5.31,6.24,5.47,2.74,1.92,4.44
199212,5.93,4.01,3.71,2.69,1.37,4.26,3.91,3.76,2.88,2.12,4.87,4.21,5.99,2.97,3.53,2.46,3.38,2.77,2.91,2.09,3.48,-1.07,3.45,1.66,-0.1
199301,10.81,3.81,5.54,3.87,2.67,7.49,4.49,4.18,2.35,2.06,6.68,1.37,1.65,1.71,0.58,4.61,1.89,3.54,2.53,-0.59,15.05,4.35,2.14,-0.89,-1.4
199302,-0.9,-0.1,0.13,-2.42,-5.25,0.92,-1.53,1.86,-0.31,-4.59,1.4,2.2,0.69,2.46,-3.27,2.45,0.7,2.92,1.41,-3.29,1.72,3.16,4.41,1.85,-3.01
199303,3.67,3.38,3.45,2.89,0.32,2.53,2.55,4.77,0.95,1.66,5.3,4.01,1.95,2.93,2.15,5.93,3.34,4.09,3.56,2.86,-2.37,3.81,3.08,2.02,1.09
199304,-1.64,-1.83,-2.63,-3.65,-4.92,-2.8,-3.49,-3.56,-2.32,-3.08,-2.77,-3.49,-3.62,-0.71,-3.34,-0.82,-1.01,-2.44,-2.98,-4.47,5.43,0.06,-1.67,-1.35,-6.11
199305,5.07,1.91,3.26,3.54,3.27,5.35,4.11,2.98,1.24,4.39,3.99,4.19,2.13,1.54,5.17,5.92,3.34,2.99,2.5,3.21,4.25,4.21,1.83,2.76,2.65
199306,1.04,0.66,0.54,0.73,0,0.82,-0.51,0.48,-0.45,1.87,1.89,1.55,1.02,1.38,-1.12,2.02,0.77,1.42,2.57,0.31,2.4,2.01,1.81,-0.11,-0.76
199307,1.91,2.33,2.1,1.34,0.92,5.68,1.39,1.56,2.01,-0.08,-0.75,1.22,0.31,0.96,1.23,-0.49,2.62,-0.82,-1.37,-0.49,-2.47,-0.31,1.07,0.81,-2.82
199308,3.41,3.92,4.93,2.87,3.93,4.58,4.66,4.14,4.01,4.34,4.94,5.14,3.37,4.31,3.78,7.71,4.23,4.19,3.21,4.63,3.82,3.45,3.82,4.02,3.23
199309,3.32,1.91,2.82,1.47,2.21,2.87,1.6,3.05,2.67,3.51,0.59,1.93,0.6,1.12,1.86,1.09,-1.94,-0.01,0.68,0.99,-3.09,0.33,0.08,-0.71,-1.22
199310,6.58,3.82,2.73,3.18,4.08,4.04,2.86,2.67,2.67,0.98,3.39,2.21,0.73,-0.16,1.01,-1,0.83,0.9,-1.36,1.12,0.39,4.61,1.28,-0.68,3.44
199311,-2.38,-2.23,-1.87,-2.43,-2.84,-2.5,-2.56,-2.1,-3.33,-4.32,-2.22,-1.76,-1.97,-3.76,-2,-0.99,-1.32,-1.39,-3.2,-3.05,7.81,-0.79,-2.4,-2.07,0.28
199312,0.53,1.16,1.61,0.59,0.72,6.35,3.73,3.86,1.84,2.82,2.18,4.85,3.51,3.93,4.78,4.34,4.34,4.99,2.11,3.33,3.89,1.18,1.21,1.06,0.32
199401,7.1,4.95,5.49,3.04,3.58,6.64,2.44,1.04,1.79,1.55,9.7,3.08,1.48,0.27,2.73,4.74,5.37,2.91,0.91,2.15,2.92,5.45,2.92,3.32,1.65
199402,-0.69,-0.44,0.36,-0.62,-0.83,-0.59,-0.55,-1.45,-0.25,-0.62,-1.64,1.28,0.32,-1.76,0.83,-1.37,-0.02,-1.67,-2.86,-1.48,-5.25,-1.96,-4.04,-3.7,-1.36
199403,-4.27,-3.24,-3.33,-4.33,-5.74,-4.44,-6.12,-4.75,-3.57,-5.73,-4.9,-4.85,-3.81,-3.99,-5.81,-4.89,-4.18,-5.41,-2.93,-4.68,-0.26,-5.16,-3.15,-3.84,-4.86
199404,-0.12,-0.81,-1.03,-0.13,-1.78,0.6,1.33,1.73,1.19,1.08,0.04,-0.77,0.99,0.95,-1.02,-1.09,2.58,0.78,1.94,1.09,1.52,1.36,2.14,1.15,0.21
199405,-0.21,1.24,1.12,1.18,1.14,0.05,-0.62,-0.82,-1.74,-0.52,0.18,0.44,-0.45,-2.47,-0.05,-0.05,-0.21,1.78,-1.97,-0.78,6.15,3.53,1.4,1.96,0.5
199406,-1.75,-1.62,-2.54,-2.95,-2.66,-3.26,-0.42,-2.87,-1.26,-2.76,-2.52,-0.01,-3.25,-1.91,-3.12,-4.84,-0.96,-1.01,-2,-4.25,-5.91,-3.3,-1.09,-3.34,-2.46
199407,2.45,2.07,-0.49,1.53,0.14,2.93,0.88,0.74,1.56,2.26,3.52,1.57,3.37,0.87,2.51,5.27,4.99,3.26,2.71,3.56,4.75,2.24,3.45,3.35,3.45
199408,2.94,2.33,4.62,3.66,2.39,6.55,5.03,5.42,5.44,4.71,9.26,6,3.94,2.57,6.45,6.4,5,5.51,2.57,6.49,10.69,5.89,3.37,2.5,4.55
199409,0.94,0.85,1.78,-0.63,0.93,-1.07,-1.03,-1.15,0.29,0.27,1.24,-0.52,-1.99,-0.71,-2.81,0.26,-2.89,-1.33,-1.63,-2.95,-1.79,-2.98,-1.72,-2.62,-3.09
199410,0.87,0.93,0.27,-0.18,-0.67,-0.12,-0.86,-1.2,-0.29,-0.01,-2.46,2.08,0.2,1.52,-0.78,1.16,0.26,-0.1,0.12,1.86,6.9,-1.88,2.18,2.87,4.24
199411,-4.33,-3.71,-3.24,-1.56,-3.65,-5.45,-3.56,-3.71,-2.6,-2.36,-4.9,-2.73,-4.46,-3.61,-5.44,-5.23,-4.04,-5.08,-3.98,-4.32,-6.02,-4.3,-3.64,-2.43,-2.57
199412,-1,0.78,-1.33,-0.83,-0.99,2.78,1.81,3.87,3.95,1.27,2.4,1.34,0.78,1.91,2.85,-0.28,-0.23,1.73,1.58,1.49,1.01,1.67,1.8,1.82,-0.18
199501,1.78,3.53,2.76,3.14,2.4,-0.65,-1.49,0.19,-0.48,-0.42,-0.9,-0.62,0.12,0.64,-0.65,3.61,0.71,1.97,3.24,1.91,3.49,2.58,2.84,3.8,2.19
199502,2.46,3.85,4.35,1.87,3.85,2.97,3.89,2.88,4.32,4.26,4.86,4.35,5.2,4.36,6.18,6,4.28,4.34,4.51,6.35,2.96,2.98,3.49,3.84,4.95
199503,0.61,2.42,2.22,1.92,0.81,2.77,1.11,2.17,2.13,2.45,4.42,1.5,0.45,0.86,0.95,3.11,2.8,1.12,3.42,2.73,5.79,3.66,1.89,1.71,3.81
199504,3.72,1.72,4.49,2.18,3.32,3.16,2.99,4.06,2.69,3.17,4.84,2.51,1.61,2.24,1.15,-0.47,1.52,2.56,1.3,2.94,6.49,2.45,2.22,2.99,3.53
199505,2.64,2.78,2.93,2.37,2.98,3.37,-0.52,2.41,0.94,3.21,1.59,0.42,3.46,1.8,1.99,3.08,1.66,2.72,2.07,4.18,2.31,3.31,3.72,5.16,4.56
199506,6.43,4.85,4.72,3.98,5.37,6.1,2,4.22,5.42,6.61,1.7,3.39,4.09,3.56,3.45,3.79,3.19,3.05,2.89,5.61,1.97,1.68,0.63,3.06,6.13
199507,6.43,3.15,3.12,3.84,5.41,5.88,3.59,4.6,4.27,7.83,5.18,2.73,6.17,5.62,4.83,2.15,3.66,3.95,4.64,6.52,5.63,3.38,2.18,2.93,5.16
199508,5.35,3.35,5.87,5.11,3.7,2.67,2.08,1.6,0.35,2.66,1.33,2.41,3.47,2.26,2.79,-1.79,0.48,2.3,2.3,2.51,-0.74,0.08,0,1.79,0.75
199509,2.61,3.25,3.29,1.94,1.83,0.6,3.31,3.07,0.21,1.74,2.03,1.45,1.83,1.43,1.77,2.45,1.9,1.64,2.15,2.32,-0.04,5.26,6.16,4.78,3.15
199510,-6.09,-4.02,-4.47,-3.5,-3.59,-7.54,-4.2,-5.44,-4.63,-5.69,-3.55,-3,-1.5,-4.57,-2.26,-3.2,-2.18,-2.37,-2.62,-3.45,0.99,1.01,-0.83,-0.06,-0.4
199511,1.03,1.51,1.94,1.68,2.01,5.28,1.62,5.56,5.23,3.85,8.36,3.43,5.56,3.52,5.34,4.13,4.25,4.05,6.39,4.05,4.85,4.38,5.28,5.31,1.87
199512,1.61,3.46,3.23,0.63,1.1,2.18,3.03,2.21,2.84,0.57,8.35,3.04,0.82,2.72,-1.28,1.11,2.49,1.38,0.65,-1.76,3.29,5.09,1.45,0.94,-1.75
199601,2.66,2.04,1.3,0.73,-1.17,4.29,1.41,0.52,0.35,-0.31,-1.01,1.4,0.95,0.53,-0.99,0.75,2.05,1.92,2.13,2.46,5.99,1.34,3.95,4.29,3.34
199602,3.65,2.31,4.36,3.55,2.63,2.5,2.53,2.49,3.27,3.75,1.27,0.87,1.66,4.08,4.81,3.65,-0.8,1.7,1.46,3.11,5.38,0.47,-0.92,1.05,4.58
199603,2.13,2.45,3.27,1.47,2.09,2.57,2.04,0.32,1.41,1.49,3.57,1.31,1.22,2.31,1.32,3.42,1.79,1.65,1.44,1.74,-1.54,0.39,0.66,1.63,0.49
199604,8.85,3.25,5.4,8.88,6.19,7.11,5.19,3.19,4.91,5.21,6.67,3.28,2.36,3.83,5.69,6.51,2.67,2.22,1.72,5.64,0.41,0.07,1.12,0.37,4.33
199605,9.72,5.49,3.82,5.03,4.5,4.54,3.79,4.92,4.32,4.36,2.27,2.7,1.94,1.53,3.3,3.67,-0.24,0.93,0.49,3.68,2.41,3.81,1.81,1.42,3.7
199606,-5.23,-3.33,-2.64,-3.18,-4.68,-2.18,-2.85,-2.57,-2.09,-4.08,-5.7,-0.28,-0.79,-0.56,-4.21,-2.34,-1.92,-0.03,-1.65,-4.1,-0.24,-0.07,1.22,1.09,-0.62
199607,-9.12,-6.08,-4.9,-6.26,-7.16,-10.48,-7.02,-6.65,-7.79,-10.88,-6.9,-4.93,-6.59,-6.42,-8.95,-6.65,-5.62,-4.41,-4.55,-7.58,-6.39,-3.33,-4.84,-4.06,-4.37
199608,3.93,3.69,3.34,4.11,4.64,4.91,5.71,4.4,4.33,7.53,4.81,5.04,4.73,7.46,6.47,7.51,3.44,3.94,5.5,6.72,3.2,1.33,1.4,2.67,3.23
199609,2.02,1.39,2.43,2.02,3.13,2.18,3.12,3.2,4.88,3.78,2.07,3.69,1.36,2.87,5.41,2.81,4.23,4.26,4.37,7.26,2.65,5.05,4.16,5.83,9.49
199610,-2.31,-1.78,2.28,-0.47,-0.33,-0.92,0.17,1.71,0.31,0.74,0.54,1.59,-0.69,0,-1.43,1.92,0.24,2.22,2.46,-1.91,3.06,4.4,3.29,1.78,1.96
199611,2.51,1.99,2.61,2.51,4.62,2.08,4.56,5.05,5.92,2.99,3.62,3.94,4.48,5.91,9.01,4.57,5.89,4.05,6.59,7.49,3.37,7.52,7.34,6.82,10.17
199612,-0.35,2.61,1.72,1.96,0.43,2.21,3.61,3.66,3.29,3.67,3.82,0.25,2.44,2.78,1.88,0.57,-0.4,0.16,1.2,-2.12,-3.49,-3.44,-0.48,-1.9,-1.99
199701,7.37,3.13,3.68,4.33,4.8,1.92,2.96,0.33,2.26,2.65,3.63,2.33,4.48,0.61,3.29,1.59,2.54,3.14,1.96,5.18,1.46,5.79,6.26,6.34,8.62
199702,-1.46,-1.72,-2.26,-0.31,-1.03,-1.11,-0.55,0.95,0.09,-1.79,1.14,1.24,-0.33,-1.59,-0.62,-2.06,0.16,0.53,0.97,-0.94,4.75,-0.3,2.78,1.63,-3.19
199703,-5.89,-3.29,-1.2,-2.79,-4.49,-4.55,-2.46,-4.13,-2.6,-5.16,-3.87,-2.98,-2.15,-3.24,-6.45,-2.2,-3.19,-2.94,-1.61,-5.83,2.04,-4.33,-3.64,-4.88,-4.94
199704,-5.02,-4.3,-4.23,-3,-3.21,-1.38,-0.07,-0.49,-0.11,0.17,0.85,1.38,2.46,1.44,1.86,-0.95,0.72,1.81,3.47,1.18,0.95,4.02,5.24,7.41,7.3
199705,8.29,10.2,8.96,9.67,12.74,11.9,10.28,10.4,12.17,15.32,10.9,8.07,7.01,11.02,13.34,5.79,5.63,7.21,7.52,9.01,5.44,6.15,5.84,5.33,7.43
199706,5.56,5.05,4.6,6.68,3.32,6.84,4.9,7.46,5.73,5.42,2.02,4.76,5.41,4.62,5.96,4.41,3.31,2.23,3.6,3.28,6.5,6.51,3.12,5.38,2.93
199707,4.8,4.81,4.6,6.18,5.33,5.12,5.33,5.29,7.1,6.12,6.72,4.69,5.99,7.97,6.55,7.41,6.04,6.66,7.55,10.02,10.25,5.98,5.03,7.42,13.45
199708,6.21,2.59,3.68,3.57,3.65,5.23,2.09,3.41,2.01,2.22,4.29,1.36,0.45,0.14,1.09,1.53,-1.19,-0.45,1.11,-0.73,-2.4,-2.23,-5.04,-6.88,-6.45
199709,10.85,7.69,7.78,10.27,9.53,5.19,8.56,7.71,9.75,10.15,6.61,6.21,4.62,8.69,7.76,3.92,5,5.19,5.91,5.88,4.46,5.86,6.37,5.85,3.83
199710,-1.88,-2.43,0.74,-0.97,-3.14,-5.23,-1.83,-2,-2.51,-4,-4.38,-2.75,-1.68,-1.58,-6.99,-5.91,-3.42,-2.83,-3.89,-5.34,-3,-2.19,-2.38,-1.28,-7.06
199711,-3.28,-1.05,-1.1,0.02,-1.62,-1.56,1.54,1.02,0.96,-0.53,0.89,1.57,1.64,0.17,-3.13,2.2,4.26,1.64,2.29,1.08,8.6,6.16,5.23,4.35,4.06
199712,-4.53,0.3,0.94,1.07,-0.92,1.12,3.65,3.38,2.38,-0.95,1.78,1.24,4.45,3.61,0.44,0.71,1.89,1.05,2.61,0.92,2.33,5.36,3.1,2.03,0.53
199801,0.52,-1.54,-2.05,-0.59,-0.78,-1.5,-3.31,-1.15,-1.53,0.17,-1.06,-0.63,-1.72,-2.04,-2.6,2.78,-0.78,0.19,-1.69,-3.16,-0.87,-0.58,-0.47,1.52,2.1
199802,6.68,4.9,5.46,6.04,5.02,9.11,6.26,7.72,6.59,8.2,7.58,6.05,6.41,6.84,10.21,8.43,7.74,6.83,9.33,8.26,9.95,3.35,5.52,7.37,7.92
199803,5.98,2.49,4.37,4.51,3.32,5.86,4.81,3.67,3.17,4.97,6.88,5.16,4.7,3.31,2.6,6.57,4.48,5.4,3.51,1.44,7.82,5.81,7.28,3.96,4.79
199804,1.98,1.74,3.31,3.77,2.16,1.56,1.05,-0.08,3.13,0.5,2.31,-0.58,-1.12,0.56,0.17,0.13,-1.58,-0.09,-0.3,2.54,-1.9,-1.75,0.14,0.76,2.22
199805,-3.97,-2.76,-2.72,-4.43,-6.64,-4.29,-3.25,-3.28,-5.01,-4.86,-6.08,-3.3,-3.92,-3.94,-7.18,-2.6,-2.83,-2.56,-4.27,-6.64,-1.2,-0.41,0.6,-1.59,-2.64
199806,-3.72,-3,-1.45,-3.12,-2.39,2.26,-0.75,-1.41,-1.41,-3.51,1.31,-0.82,-1.48,-0.57,-0.1,1.4,1.07,-0.74,-2.74,-1.39,2.06,4.67,0.27,2.58,7.37
199807,-6.51,-5.86,-4.87,-6.95,-6.07,-9.07,-6.95,-8.27,-9.42,-8.73,-7.63,-7.51,-5.66,-7.52,-9.79,-4.58,-4.29,-7.03,-5.36,-6.09,1.37,-1.92,-1.52,-2.34,0.07
199808,-20.37,-17.61,-17.45,-20.23,-20.68,-19.09,-16.19,-15.53,-17.75,-22.8,-17.44,-13.6,-14.44,-16.78,-24.19,-12.47,-11.91,-15.78,-19.69,-23.99,-12.71,-7.39,-12.53,-14.94,-15.88
199809,5.55,2.49,3.55,5.35,4.65,6.76,5,7.08,6.51,6.52,4.78,4.18,8.39,2.86,11.14,11.1,8.22,8.79,4.68,7.24,11.11,4.82,5.14,3.17,9.45
199810,1.77,2.7,2.97,3.42,6.33,5.36,4.93,3.25,4.87,10.95,1.69,5.65,5.29,6.4,9.19,6.61,5.23,8.1,10.43,11.06,4.59,8.84,7.44,8.6,7.64
199811,10.93,9.25,6.3,4.55,5.4,5.3,2.77,5.7,4.78,4.28,3.57,3.86,4.85,4.65,5.63,3.64,4.15,4.68,5.61,2.99,3.46,5.41,4.81,5.26,8.56
199812,-0.6,2.73,-0.37,0.3,-0.97,3.6,4.05,5.83,3.32,4.11,6.39,1.97,4.93,2.79,7.74,2.18,3.41,4.43,5.63,9.39,8.52,5.03,5.18,2.59,8.84
199901,7.88,2.15,1.93,1.31,3.97,-0.64,-3.06,-2.57,-0.95,-2.48,4.46,-0.54,-4.14,-4.55,-2.36,2.63,-6.3,-1.69,-2.7,-2.18,2.56,3.95,3.31,0.77,6.73
199902,-5.68,-6.84,-5.13,-4.02,-3.53,-5.96,-7.76,-7.75,-6.79,-7.3,-6.59,-4.75,-5.76,-6.8,-8.41,-3.57,-3.98,-3.2,-3.38,-5.16,-1.25,-2.28,-2.41,-0.87,-4.86
199903,-3.55,-3.47,0.04,-3.45,-4.15,0.64,-1.28,-2.09,-1,-1.12,0.71,-2.15,4.37,0.23,3.04,-0.89,0.99,-0.98,0.15,3.95,7.73,3.39,1.88,0.64,6.27
199904,11.58,11,8.43,7.4,9.43,14.35,9.81,8.83,9.34,13.27,9.93,9.89,10.08,5.09,7.48,17.68,11.27,7.62,8.97,9.24,9.99,6.22,6.16,7.19,0.02
199905,5.38,5.31,2.3,4.68,2.31,5.87,3.01,5.99,3.39,4.39,3.76,3.64,3.23,3.92,1.66,3.42,0.3,2.04,2.13,-0.73,2.6,0.15,-0.78,-2.62,-3.01
199906,3.57,3.31,3.34,4.75,2.72,9.88,7.38,8.85,6.84,5.24,7.2,4.55,6.54,3.79,6.02,6.28,2.79,2.38,3.56,0.79,7.55,0.89,4.22,5.23,5.85
199907,1.97,0.32,0.88,1.16,3.57,-0.29,-1.92,-1.42,-1.34,-0.97,-4.42,-1.77,0.34,-0.67,-3.01,-0.37,-0.23,-2.97,-0.66,-1.98,-0.33,-2.63,-1.53,-1.93,-4.08
199908,-2.4,-2.4,-3.6,-1.94,-4.78,-3.98,-4.62,-3.11,-3.44,-2.79,-1.12,-3.01,-3.56,-2.85,-8.74,-2.28,-2.84,-3.17,-4.45,-6.06,1.87,-3.73,-2.42,-3.41,2.09
199909,-1.46,-3.69,-3.53,-2.88,-3.55,-0.39,-2.76,-0.74,-1.46,-3.36,0.89,-1.48,-2.5,-0.37,0,-0.64,-2.94,-4.98,-3.25,-3.62,-3.56,-3.18,-4,-2.03,-3.24
199910,-2.83,-0.74,-0.29,-2.3,-0.53,-0.02,-2.62,-1.99,-1.84,-1.46,-3.52,-2.63,0.51,-0.46,1.2,0.46,2.24,1.4,1.22,6.47,6.1,5.57,2.61,6.9,7.91
199911,11.07,4.76,5.47,4.56,5.95,8.49,6.18,6,1.06,3.91,9.33,5.95,0.48,1.09,4.97,5.27,0.84,-0.36,-0.03,3.65,12,2.39,4.06,2.68,1.3
199912,11.54,7.24,3.16,2.04,1.58,9.21,13.36,7.66,2.13,4.5,13.94,8.38,3.59,3.25,6.76,8.05,7.07,3.54,4.48,5.16,12.1,7.32,8.61,3.35,6.62
200001,12.37,6.22,3.98,-0.11,2.44,0.87,-4.58,-5.2,-4.11,-1.05,-1.92,-1.3,-4.79,-5.76,-3.32,-5.64,-5.64,-4.5,-5.88,-2.81,0.53,-6.69,0.85,-6.27,-3.87
200002,20.79,13.66,9.9,6.39,4.42,17.45,12.91,7.27,6.57,13.27,13.02,5.14,3.35,2.29,8.15,1.8,2,-2.41,1.49,7.86,-1.86,3.01,-4.4,-9.02,1.88
200003,-0.98,1.4,0.11,-0.08,-0.29,-3.86,-0.15,0.4,1.31,3,0.09,7.05,9.7,6.15,6.49,2.68,7.66,10.25,12.32,7.81,4.73,-2.15,9.99,8.52,10.72
200004,-13.33,-8.06,-3.1,-2.94,-8.32,-9.86,-3.8,1.3,-2.58,-4.14,-3.49,-1.13,-0.02,-3.64,-6.06,0.52,2.48,0.56,-1.81,-2.98,-3.93,-5.04,3.41,-2.29,-4.45
200005,-7.68,-3.84,-2.97,-2.85,-8.04,-6.63,-4.17,-0.49,-4.2,-7.46,-4.69,-4.4,-1.42,1.02,0.25,-1.53,1.46,-0.94,0.9,-0.61,-5.76,-7.6,4.78,0.55,-3.83
200006,10.57,4.32,4.41,1.78,6.39,22.49,9.57,4.69,6.17,10.43,7.48,-0.15,1.84,2.84,6.25,2.43,-3.18,-3.89,-0.29,4.43,14.04,-1.73,-1.69,-2.38,5.7
200007,-1.41,0.59,1.97,3.11,-1.17,-6.74,-0.56,1.57,2.13,-0.95,-6.17,-0.55,2.78,3.29,-2.55,-4.65,-1.3,2.85,-2.86,-0.19,-2.49,1.79,-0.22,-0.35,-1.26
200008,7.62,5.33,6.63,5.62,6.16,10.69,7.14,5.58,7.47,9.74,12.44,7.9,7.43,5.06,9.69,8.54,7.45,6.4,10.23,12.76,15.06,6.64,7.77,4.85,6.44
200009,-3.82,-2.71,0.13,-1.33,-3.77,-4.03,-0.88,-1.5,1.54,-2.78,-3.69,-2.48,0.4,-0.19,-1.63,-5.02,-3.68,2.16,0.83,-3.78,-4.64,-10.75,0.21,2.85,-6.38
200010,-7.54,-3.25,-1.58,-3.6,-6.11,-7.48,-1.02,-1.1,-1.4,-4.43,-3.67,-3.28,-2.28,-2.85,0.1,6.34,1.41,2.47,0.03,-1.56,-9.09,2.39,1.88,2.49,-0.8
200011,-16.01,-7.77,-4.41,-4.77,-11.88,-13.97,-6.01,-2.77,-3.01,-9.09,-7.91,-5.01,-1.22,-5.14,-9.76,-3.93,-5.35,-1.76,-3.25,-11.51,-5.93,-0.49,-7.23,-2.88,-9.38
200012,-3.74,0.96,-0.73,3.3,0.45,6.33,9.46,10.72,8.28,5.47,12.5,9.34,11.95,10.5,10.54,10.98,9.78,8.73,9.94,9.36,5.13,6.95,7.99,2.09,-1.04
200101,26.79,18.66,14.48,14.96,28.38,18.56,13.28,5.51,7.97,16.93,9.24,2.76,0.85,3.6,11.32,-0.42,0.02,-0.65,-0.13,11.73,-0.45,-4.26,-3.82,-1.51,5.52
200102,-3.51,-2.67,-2.09,-3.63,-10.8,-3.13,-4.21,-0.97,-5.62,-11.03,0.85,-1.03,-1.18,-4.55,-13.43,1.89,-0.21,0.31,-1.47,-14.05,4.77,2.29,1.57,-1.12,-12.4
200103,-3.52,-1.82,-1.62,-1.65,-7.49,-2.36,-3.99,-2.14,-2.65,-8.91,-1.47,-1.86,-0.92,-1.25,-10.41,-4.92,-2.91,-1.75,-4.94,-9.7,-4.66,-0.91,-3.58,-3.5,-8.29
200104,5.31,4.47,6.16,3.35,10.79,8.53,7.85,5.5,7.1,14.62,8.43,4.97,4.61,5.73,15.36,9.24,7.21,7.65,4.95,17.07,2.37,6.08,2.67,3.78,10.18
200105,13.19,10.33,9.26,10.75,4.24,8.18,2.78,3.46,-0.14,6.06,1.84,3.31,1.78,5.14,0.66,5.06,3.27,4.33,2.34,2.6,6.75,2.49,3.61,2.26,-0.42
200106,2.23,3.18,2.05,4.13,-1.52,9.29,3.84,8.69,8.35,7.7,1.57,2.29,1.85,0.31,0.37,1.15,-1.32,-0.97,0.35,1.54,-1.96,-0.04,-1.75,-2.3,-2.49
200107,-1.27,0.38,-0.35,0.02,-2.89,-6.22,-1.31,-1.47,-2.19,-6.54,-2.25,-1.61,0.37,-1.27,-6.41,3.06,0.43,5.03,0.78,-4.57,3.62,-0.55,2.46,0.62,-2.23
200108,-1.67,-0.4,0.04,-2.89,-5.35,-0.58,-2.09,-1.04,-1.24,-6.3,2.38,1.2,-1.29,-2.68,-7.69,-3.93,-1.16,-1.86,-2.2,-7.68,-2.96,0.23,-1.37,-4.86,-8.65
200109,-15.53,-12.22,-8.92,-10.41,-17.11,-16.96,-13.96,-10,-10.35,-19.86,-16.26,-11.24,-8.2,-11.88,-16.21,-14.09,-13.46,-8.41,-9.57,-17.38,-10.72,-6.26,-5.34,-0.87,-10.02
200110,7.94,5.49,4.21,5.24,11.71,8.59,4.96,4.5,6.22,13.32,7.89,5,1.48,5.5,13.24,-3.98,2.62,2.96,1.51,11.63,0.73,5.33,-1.52,-1.48,3.55
